ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
14,1005.1,1014.9,27.4,16.7,52,2.5,340,9.1,320,0,0,1,3.11,20,7,3,2020/4/9
15,1004.5,1014.3,27.9,15.6,47,3.2,350,8.2,340,0,0,1,2.58,...,5,...,2020/4/9
16,1004.2,1014,27.5,13.9,43,2.5,340,6.8,320,0,0,1,1.88,...,2,...,2020/4/9
17,1004.7,1014.5,26.5,11.4,39,2.5,330,7,350,0,0,1,0.97,20,1,3,2020/4/9
18,1005.2,1015.1,23.9,14.3,55,2.1,340,6,350,0,0,0.1,0.08,...,0,...,2020/4/9
19,1006,1016,22.9,15,61,1.6,330,5.1,330,0,0,0,0,...,0,...,2020/4/9
20,1006.6,1016.6,22.1,14.9,64,1.1,320,3.5,330,0,0,...,0,15,0,0,2020/4/9
21,1007.3,1017.3,21.6,14.6,64,0.8,310,2.7,330,0,0,...,0,15,0,0,2020/4/9
22,1007.4,1017.5,20.3,14.5,69,0.6,300,1.7,290,0,0,...,0,...,0,...,2020/4/9
23,1007.8,1017.9,19.9,14.8,72,0.3,100,1.6,130,0,0,...,0,12,0,2,2020/4/9
24,1007.6,1017.7,19.2,14.3,73,0,0,1.4,130,0,0,...,0,...,0,...,2020/4/9
1,1007.6,1017.7,18.9,14.5,76,0.1,0,1.1,130,0,0,...,0,...,0,...,2020/4/10
2,1007.4,1017.5,19.3,14.8,75,0,0,1.5,130,0,0,...,0,12,0,9,2020/4/10
3,1007,1017.1,19.2,14.8,76,0.3,90,1.5,140,0,0,...,0,...,0,...,2020/4/10
4,1007.3,1017.4,19.3,15.1,77,0.1,0,1.4,120,0,0,...,0,...,0,...,2020/4/10
5,1007.6,1017.7,18.6,14.7,78,0.4,80,1.3,80,0,0,...,0,12,0,6,2020/4/10
6,1008.2,1018.3,18.8,14.8,78,0.3,40,1.2,70,0,0,0,0,...,0,...,2020/4/10
7,1008.7,1018.8,20.8,15.6,72,0,0,1.3,110,0,0,0,0.17,...,0,...,2020/4/10
8,1009,1019,22.2,16.2,69,0.3,150,1.5,160,0,0,0.4,0.81,15,1,7,2020/4/10
9,1009.1,1019,24.3,17.5,66,0.5,70,1.5,160,0,0,0.3,1.19,15,2,5,2020/4/10
10,1008.9,1018.8,26.2,18.2,61,1.5,240,3.1,260,0,0,1,2.45,...,4,...,2020/4/10
11,1008.6,1018.4,26.9,18,58,2.5,230,4.3,170,0,0,1,3,15,6,2,2020/4/10
12,1007.9,1017.7,29.2,19.5,56,1.1,190,4.6,190,0,0,1,3.58,...,8,...,2020/4/10
13,1007.1,1016.9,28.5,18.9,56,1.1,300,6.2,310,0,0,0.6,2.43,...,6,...,2020/4/10
14,1006,1015.8,28.3,18.9,57,2.7,240,6,360,0,0,0.9,2.82,18,6,3,2020/4/10
15,1005.7,1015.4,29.2,19.1,55,1.8,330,6,310,0,0,1,2.53,...,4,...,2020/4/10
16,1005.3,1015.1,27.5,16.8,52,1.3,250,6,350,0,0,1,1.7,...,2,...,2020/4/10
17,1005.6,1015.4,26.7,14.9,48,1.3,240,5.9,260,0,0,1,0.86,15,1,0,2020/4/10
18,1005.8,1015.7,25.5,14,49,1.1,180,3.4,250,0,0,0,0.09,...,0,...,2020/4/10
19,1006.5,1016.4,25,15.8,57,1.7,190,2.9,180,0,0,0,0,...,0,...,2020/4/10
20,1007.2,1017.1,23.9,15.5,59,1.5,190,3.2,170,0,0,...,0,12,0,4,2020/4/10
21,1007.5,1017.5,23.3,16.8,67,1.6,160,3.3,150,0,0,...,0,12,0,3,2020/4/10
22,1007.7,1017.7,22.4,16.8,71,0.7,160,2.7,200,0,0,...,0,...,0,...,2020/4/10
23,1007.5,1017.5,23.2,15.4,62,0.4,170,2.5,160,0,0,...,0,12,0,9,2020/4/10
24,1007.5,1017.5,23,16.1,65,1.4,180,3.3,170,0,0,...,0,...,0,...,2020/4/10
1,1006.7,1016.7,22.6,16.3,68,1.2,160,3.4,160,0,0,...,0,...,0,...,2020/4/11
2,1006.1,1016.1,22,15.4,66,1.1,160,3.3,180,0,0,...,0,12,0,6,2020/4/11
3,1005.7,1015.7,21.8,15.5,67,0.7,220,2.8,180,0,0,...,0,...,0,...,2020/4/11
4,1005.3,1015.3,20.9,15.6,72,0.8,150,3.2,170,0,0,...,0,...,0,...,2020/4/11
5,1005.7,1015.8,20,15.4,75,0.1,0,2.2,160,0,0,...,0,12,0,0,2020/4/11
6,1005.8,1015.8,20.5,15.7,74,1.2,210,2.6,230,0,0,0,0,...,0,...,2020/4/11
7,1006.4,1016.4,21.1,16.1,73,0.1,0,2.5,170,0,0,0,0.19,...,0,...,2020/4/11
8,1006.4,1016.4,22.7,16.8,69,1.4,150,3.4,160,0,0,0.9,0.79,12,1,0,2020/4/11
9,1006.5,1016.4,23.9,18,70,1.6,180,4.7,170,0,0,0.6,1.22,15,1,10,2020/4/11
10,1006.8,1016.7,24,17.7,68,1.6,220,4.1,230,0,0,0,0.62,...,1,...,2020/4/11
11,1006.1,1016,25.3,18.2,65,0.5,170,4,240,0,0,0.1,1.43,15,3,10,2020/4/11
12,1005.2,1015.1,25.6,16.9,59,2.3,170,4.7,160,0,0,0.1,1.3,...,3,...,2020/4/11
13,1004.1,1014,25.2,16.8,60,1.8,180,3.7,170,0,0,0,0.56,...,1,...,2020/4/11
14,1003.8,1013.7,25.3,16.7,59,1.1,270,3.3,250,0,0,0,0.17,15,1,10,2020/4/11
15,1003.1,1013.1,22.2,17.7,76,1.9,350,6.3,340,0,0,0,0.29,...,1,...,2020/4/11
16,1003.5,1013.5,20.8,16.9,78,2.7,340,5.5,340,0,0,0,0.03,...,0,...,2020/4/11
17,1003.2,1013.2,20.4,16.8,80,1.2,340,6,360,0,0,0,0,7,0,10,2020/4/11
18,1003.2,1013.2,19.6,16.3,81,1.2,350,5.3,340,T,0.5,0,0,...,0,...,2020/4/11
19,1003.5,1013.5,19.7,17.1,85,0,0,2.1,10,T,0.7,0,0,...,0,...,2020/4/11
20,1003.9,1013.9,20.3,17.3,83,1,170,2,190,0.5,0.2,...,0,6,0,10,2020/4/11
21,1004.4,1014.4,20.2,17.4,84,0.2,0,1.6,200,0,0,...,0,7,0,9,2020/4/11
22,1004.3,1014.3,20.6,17.7,83,0.1,0,1.4,220,0,0,...,0,...,0,...,2020/4/11
23,1005,1015,20.3,17.3,83,1.6,330,4.3,360,1.5,0.7,...,0,5,0,10,2020/4/11
24,1004.8,1014.9,19.3,16.6,84,2,360,6.1,300,1.5,1,...,0,...,0,...,2020/4/11
1,1004.4,1014.5,19.1,16.3,84,2.1,10,5.3,30,1,1,...,0,...,0,...,2020/4/12
2,1003.7,1013.8,18.6,15.9,84,1.5,340,4,50,T,0.8,...,0,12,0,10,2020/4/12
3,1003.2,1013.3,18.3,15.5,84,0.9,310,4,340,0.5,0.8,...,0,...,0,...,2020/4/12
4,1003.2,1013.3,18.2,15.2,83,1.6,350,3.8,330,0,0,...,0,...,0,...,2020/4/12
5,1003.5,1013.6,18.5,15.2,81,1.7,340,4.1,330,0,0,...,0,12,0,7,2020/4/12
6,1003.5,1013.6,18.2,15.2,83,2.5,350,5.4,360,0,0,0,0,...,0,...,2020/4/12
7,1004.2,1014.3,18,14.5,80,3.4,360,7.2,350,0,0,0,0,...,0,...,2020/4/12
8,1004.8,1014.9,18.8,14.7,77,2.9,350,6.9,20,0,0,0,0.52,18,1,9,2020/4/12
9,1005.4,1015.5,19.3,13.8,70,3.8,360,9.2,20,0,0,0.1,1.11,20,2,10,2020/4/12
10,1005.5,1015.6,19.8,14,69,2.4,360,7.1,350,0,0,0,1.37,...,3,...,2020/4/12
11,1005.3,1015.3,21.6,14,62,3,350,9.9,360,0,0,0.7,2.88,20,7,5,2020/4/12
12,1005,1015,20.9,13.5,63,4.8,350,11.9,340,0,0,1,3.29,...,8,...,2020/4/12
13,1004.7,1014.7,21.2,13.2,60,4.5,350,11.1,320,0,0,1,3.4,...,8,...,2020/4/12
14,1004.8,1014.8,21,12.3,58,3.7,350,11.7,360,0,0,1,3.24,18,7,0,2020/4/12
15,1004.6,1014.6,20.7,11.6,56,4.8,360,12.6,10,0,0,1,2.77,...,5,...,2020/4/12
16,1004.9,1015,19.8,10.3,54,4.4,350,12.6,360,0,0,1,1.99,...,3,...,2020/4/12
17,1005.6,1015.7,19,9,52,4.1,360,10.9,350,0,0,1,1.14,18,1,0,2020/4/12
18,1006.4,1016.5,17.9,7.8,52,3.5,350,9.8,340,0,0,0,0.03,...,0,...,2020/4/12
19,1007.2,1017.4,17.6,7,50,3.4,10,9.3,360,0,0,0,0,...,0,...,2020/4/12
20,1007.8,1018,17.3,6.9,50,2.1,10,6.6,350,0,0,...,0,18,0,0,2020/4/12
21,1008.3,1018.5,16.8,5.3,47,0.9,30,8,360,0,0,...,0,18,0,0,2020/4/12
22,1008.4,1018.6,16.8,4.1,43,1.1,40,3.2,70,0,0,...,0,...,0,...,2020/4/12
23,1008.2,1018.4,16,3.6,43,0.7,30,4,20,0,0,...,0,18,0,0,2020/4/12
24,1007.7,1017.9,16.6,3.5,42,2.5,360,5.9,350,0,0,...,0,...,0,...,2020/4/12
1,1007.4,1017.6,15.2,3.3,45,0.7,40,5.3,360,0,0,...,0,...,0,...,2020/4/13
2,1007.1,1017.4,14.7,2.7,44,1.2,10,4.1,350,0,0,...,0,15,0,0,2020/4/13
3,1007.1,1017.3,15.2,2,41,1.7,20,5.2,360,0,0,...,0,...,0,...,2020/4/13
4,1007.3,1017.5,15.2,1.7,40,1.5,10,4.3,350,0,0,...,0,...,0,...,2020/4/13
5,1007.8,1018.1,14.4,1.9,43,1.4,30,4.3,40,0,0,...,0,18,0,0,2020/4/13
6,1008.4,1018.7,13.2,3,50,0.9,60,4.1,360,0,0,0,0,...,0,...,2020/4/13
7,1008.6,1018.9,14.3,4,50,0.2,0,2.1,60,0,0,0.8,0.4,...,0,...,2020/4/13
8,1009.1,1019.3,17.8,3.2,38,1.9,340,4,320,0,0,1,1.26,18,1,0,2020/4/13
9,1009,1019.1,20.5,3.5,33,3,350,10.2,350,0,0,1,2.13,18,3,0,2020/4/13
10,1008.6,1018.6,22.4,4.2,30,2.2,360,11.2,360,0,0,1,2.89,...,5,...,2020/4/13
11,1008.2,1018.2,22.4,1.5,20,3,330,8.9,310,0,0,1,3.49,15,7,0,2020/4/13
12,1007.4,1017.4,23.1,0.9,23,3.7,340,8.2,350,0,0,1,3.6,...,8,...,2020/4/13
13,1006.5,1016.5,22.2,1.5,25,5.1,350,11.9,350,0,0,1,3.6,...,8,...,2020/4/13
14,1006.1,1016.1,22.2,4,30,4.1,340,11.6,360,0,0,1,3.37,15,7,0,2020/4/13
15,1006.1,1016.1,22.2,5.6,34,3.3,340,13.2,340,0,0,1,2.78,...,5,...,2020/4/13
16,1006.4,1016.4,21.9,5.9,35,3.9,330,10.2,330,0,0,1,2.08,...,2,...,2020/4/13
17,1006.6,1016.6,20.9,6,38,3,350,8.3,330,0,0,1,1.12,15,1,2,2020/4/13
18,1007.1,1017.2,19.7,4.4,36,2.5,350,7.7,320,0,0,0,0.02,...,0,...,2020/4/13
19,1008,1018.1,18.5,3.7,37,3,10,7.6,20,0,0,0,0,...,0,...,2020/4/13
20,1008.8,1018.9,18.1,5.5,43,2.8,10,6.5,350,0,0,...,0,12,0,0,2020/4/13
21,1009.3,1019.5,17.3,5.4,45,0.9,30,4.8,10,0,0,...,0,12,0,5,2020/4/13
22,1009.7,1019.9,16.6,7.3,54,0.8,100,2.4,10,0,0,...,0,...,0,...,2020/4/13
23,1009.6,1019.8,16.3,7.7,57,0.4,100,1.8,130,0,0,...,0,12,0,9,2020/4/13
24,1008.6,1018.8,15.7,7.8,59,0.2,0,1.3,130,0,0,...,0,...,0,...,2020/4/13
1,1007.6,1017.8,15.8,8.1,60,0,0,2.1,10,0,0,...,0,...,0,...,2020/4/14
2,1007.4,1017.6,15.3,7.7,60,0.6,130,1.9,120,0,0,...,0,12,0,7,2020/4/14
3,1007,1017.2,15.9,9.2,64,0.7,140,1.8,160,0,0,...,0,...,0,...,2020/4/14
4,1006.7,1016.9,15.6,9.2,66,0,0,1.9,140,0,0,...,0,...,0,...,2020/4/14
5,1007.2,1017.4,16.1,9.1,63,0.1,0,1.6,130,0,0,...,0,12,0,9,2020/4/14
6,1007.6,1017.8,15.4,10.1,71,0.8,150,2,160,0,0,0,0,...,0,...,2020/4/14
7,1007.8,1018,17.2,10.9,66,0.1,0,1.8,160,0,0,0.3,0.24,...,0,...,2020/4/14
8,1008.6,1018.7,19.4,10.6,57,0.4,140,1.6,170,0,0,1,0.92,15,1,3,2020/4/14
9,1009.1,1019.1,22.1,12.9,56,1.8,190,3.3,170,0,0,1,1.74,18,2,5,2020/4/14
10,1008.5,1018.5,23.3,13.1,53,2,170,5.1,170,0,0,1,2.54,...,4,...,2020/4/14
11,1008,1018,23.4,13.2,53,1.6,190,5.8,150,0,0,0.4,2.3,18,5,9,2020/4/14
12,1007.4,1017.3,24.1,13.4,51,2.8,160,5.8,200,0,0,0.2,2.43,...,6,...,2020/4/14
13,1006.8,1016.7,23.7,12.4,49,2.1,220,5.7,190,0,0,0,1.33,...,4,...,2020/4/14
14,1006,1015.9,23.8,12.9,50,1.5,190,6.2,160,0,0,0,1.15,18,3,10,2020/4/14
15,1005.2,1015.1,23.5,13.2,52,1.3,230,4,230,0,0,0.1,1.38,...,3,...,2020/4/14
16,1005,1014.9,23.1,12.9,53,1.4,210,4.7,230,0,0,0,0.81,...,1,...,2020/4/14
17,1005.2,1015.2,22.8,12.4,52,0.9,220,4.3,240,0,0,0,0.54,15,1,10,2020/4/14
18,1005.8,1015.8,21.7,11.6,53,0.9,340,3.4,240,0,0,0,0,...,0,...,2020/4/14
19,1006.2,1016.2,21.3,11.3,53,0.7,340,2.3,350,0,0,0,0,...,0,...,2020/4/14
20,1006.8,1016.8,20.9,11.1,53,1.2,190,2.5,180,0,0,...,0,12,0,6,2020/4/14
21,1007.3,1017.4,20.3,11.2,56,0.3,190,2.2,210,0,0,...,0,12,0,2,2020/4/14
22,1007.4,1017.5,20.5,11.2,55,0.8,180,2,160,0,0,...,0,...,0,...,2020/4/14
23,1006.9,1017,20,11.5,58,0.9,130,2.3,130,0,0,...,0,10,0,9,2020/4/14
24,1006.2,1016.3,19.7,13.5,67,0.9,150,1.8,130,0,0,...,0,...,0,...,2020/4/14
1,1006,1016.1,20.1,13.5,66,0.8,230,2,210,0,0,...,0,...,0,...,2020/4/15
2,1005.5,1015.6,19.8,13.6,67,0.3,210,1.7,260,0,0,...,0,10,0,10,2020/4/15
3,1005,1015.1,19.6,13.3,67,0.2,0,2.2,190,0,0,...,0,...,0,...,2020/4/15
4,1005,1015.1,19.5,13.5,68,0.5,40,2.2,70,0,0,...,0,...,0,...,2020/4/15
5,1005.3,1015.4,19.3,13.5,69,0.3,170,1.9,50,0,0,...,0,10,0,10,2020/4/15
6,1005.9,1016,19.1,13.2,69,0.4,90,1.6,130,0,0,0,0,...,0,...,2020/4/15
7,1006.5,1016.6,19.9,13.9,68,0,0,1.7,120,0,0,0,0.04,...,0,...,2020/4/15
8,1007.2,1017.2,21.4,14.3,64,0.4,120,2.4,170,0,0,0.3,0.77,10,1,6,2020/4/15
9,1007.5,1017.4,23.6,15.8,62,1,200,2.8,210,0,0,0.6,1.63,12,2,8,2020/4/15
10,1007,1016.9,25,16.7,60,1.5,200,3.3,230,0,0,0.9,2.52,...,5,...,2020/4/15
11,1006.3,1016.2,26,17.2,58,1.3,220,3.7,250,0,0,0.7,2.75,20,6,6,2020/4/15
12,1005.3,1015.1,26.6,13.4,44,2,220,4.5,240,0,0,0.9,3.37,...,8,...,2020/4/15
13,1004.8,1014.6,27.3,14.2,45,2.1,250,7.3,230,0,0,1,3.6,...,8,...,2020/4/15
14,1004.4,1014.2,26.6,13.7,45,2.4,240,6.6,240,0,0,1,3.08,20,7,3,2020/4/15
15,1004,1013.8,26.6,13.8,45,1.7,210,7.3,230,0,0,0.9,2.52,...,4,...,2020/4/15
16,1003.8,1013.7,25.1,12.8,46,1.4,250,5.5,240,0,0,0.8,1.54,...,2,...,2020/4/15
17,1004,1013.9,24.3,12.2,47,1.7,230,5.8,240,0,0,1,0.97,20,1,2,2020/4/15
18,1004.2,1014.1,23.2,11.1,46,1,230,5,240,0,0,0,0.16,...,0,...,2020/4/15
19,1004.9,1014.8,22.9,12.2,51,1.5,330,3,260,0,0,0,0,...,0,...,2020/4/15
20,1005.3,1015.3,22.1,14.7,63,1.6,360,4.2,350,0,0,...,0,12,0,0,2020/4/15
21,1005.8,1015.8,20.6,14.3,67,0.3,90,4.5,360,0,0,...,0,12,0,0,2020/4/15
22,1006.1,1016.2,19.9,14.1,69,0.7,130,2.3,90,0,0,...,0,...,0,...,2020/4/15
23,1005.8,1015.9,19,13.8,72,0.1,0,1.6,120,0,0,...,0,12,0,0,2020/4/15
24,1005.3,1015.4,18.7,13.6,72,0.9,110,1.9,120,0,0,...,0,...,0,...,2020/4/15
1,1004.6,1014.7,18,13.1,73,0.6,130,1.5,80,0,0,...,0,...,0,...,2020/4/16
2,1004.3,1014.4,17.7,12.3,71,0.2,0,1.4,130,0,0,...,0,12,0,0,2020/4/16
3,1004.5,1014.6,17.3,12.2,72,0.5,70,1.7,120,0,0,...,0,...,0,...,2020/4/16
4,1004.4,1014.5,16.9,11.6,71,0.8,130,2.1,80,0,0,...,0,...,0,...,2020/4/16
5,1004.6,1014.8,16.1,10.6,70,0.3,150,1.5,120,0,0,...,0,12,0,0,2020/4/16
6,1005.3,1015.5,16.6,10.7,68,0.1,0,1.4,70,0,0,0,0,...,0,...,2020/4/16
7,1005.6,1015.7,18.4,11.4,64,0.1,0,1.3,90,0,0,0.7,0.4,...,0,...,2020/4/16
8,1005.7,1015.7,20.4,12.6,61,0.5,120,1.9,150,0,0,1,1.1,12,1,5,2020/4/16
9,1006.1,1016.1,23,15.1,61,1.3,180,2.7,170,0,0,1,1.87,10,3,4,2020/4/16
10,1006.6,1016.5,25.9,16.8,57,1.5,220,3.4,260,0,0,1,2.65,...,5,...,2020/4/16
11,1006.5,1016.3,26.4,18,60,1.4,260,4.3,210,0,0,1,3.09,10,7,6,2020/4/16
12,1005.8,1015.6,27.8,18.9,58,2,200,4.8,160,0,0,1,3.55,...,7,...,2020/4/16
13,1005,1014.8,28.1,19.2,59,1.4,210,5.8,240,0,0,1,3.52,...,7,...,2020/4/16
14,1004.5,1014.2,28.7,19.4,57,1.8,270,5.8,240,0,0,1,3.04,10,6,4,2020/4/16
15,1004.1,1013.9,28.2,18.5,56,1.9,230,5.1,320,0,0,1,2.67,...,4,...,2020/4/16
16,1004.2,1014,28,17.7,54,1.8,240,4.9,240,0,0,1,1.89,...,2,...,2020/4/16
17,1004.3,1014.1,26.7,16.4,53,1.6,260,6.6,240,0,0,1,1.01,15,1,4,2020/4/16
18,1004.7,1014.6,25.4,14.8,52,0.3,250,4,230,0,0,0.2,0.2,...,0,...,2020/4/16
19,1005,1014.9,24.2,13.3,51,1.3,200,3.2,220,0,0,0,0,...,0,...,2020/4/16
20,1005.3,1015.3,22.4,13.4,57,0.8,150,2,200,0,0,...,0,12,0,0,2020/4/16
21,1006.4,1016.4,21.6,13.5,60,0.9,110,2,80,0,0,...,0,12,0,0,2020/4/16
22,1006.4,1016.4,21.2,13.1,60,0.5,110,1.9,80,0,0,...,0,...,0,...,2020/4/16
23,1006.3,1016.3,20.3,13,63,0.2,0,1.8,140,0,0,...,0,12,0,0,2020/4/16
24,1005.9,1016,19.6,12.8,65,0.1,0,1.3,90,0,0,...,0,...,0,...,2020/4/16
1,1005.5,1015.6,19.2,12.7,66,0.1,0,1.4,50,0,0,...,0,...,0,...,2020/4/17
2,1005.1,1015.2,18.6,12.4,67,0.8,110,1.8,120,0,0,...,0,12,0,0,2020/4/17
3,1005,1015.1,18.3,12.3,68,0.2,0,2,120,0,0,...,0,...,0,...,2020/4/17
4,1005.5,1015.6,18,12.2,69,0.5,100,1.6,120,0,0,...,0,...,0,...,2020/4/17
5,1006.1,1016.2,18,12.2,69,0.6,140,2.1,120,0,0,...,0,12,0,0,2020/4/17
6,1006.5,1016.6,18.3,12.3,68,0,0,2.2,170,0,0,0,0,...,0,...,2020/4/17
7,1006.9,1017,20.1,13.4,65,0.4,140,1.9,130,0,0,0.7,0.36,...,0,...,2020/4/17
8,1006.8,1016.8,22,14.3,62,0.2,0,1.6,90,0,0,1,1.11,12,1,0,2020/4/17
9,1007.1,1017,25.3,17.6,62,0.8,210,2.6,150,0,0,1,2.01,12,3,0,2020/4/17
10,1007.1,1016.9,26.6,16.8,55,0.8,220,3.2,250,0,0,1,2.74,...,5,...,2020/4/17
11,1007.2,1017,28.4,17.6,52,1.3,230,5.3,250,0,0,1,3.2,12,7,2,2020/4/17
12,1006.7,1016.5,27.4,16,50,1.4,330,5.7,310,0,0,0.5,2.39,...,6,...,2020/4/17
13,1005.8,1015.6,28.2,16.9,50,1.3,320,4.9,230,0,0,0.9,3.14,...,7,...,2020/4/17
14,1005,1014.8,27.8,17.5,54,2.1,330,5.5,350,0,0,0.6,2.42,12,5,4,2020/4/17
15,1004.2,1014,28.4,19.3,58,1.7,310,4.4,350,0,0,0.8,2.24,...,4,...,2020/4/17
16,1004.1,1013.9,27.5,18.5,58,2.2,320,5.7,360,0,0,1,1.77,...,2,...,2020/4/17
17,1004.1,1013.9,26.3,17.5,58,1.4,320,5,340,0,0,1,0.95,12,1,2,2020/4/17
18,1004.3,1014.2,25.4,16.4,57,0.5,330,3.5,340,0,0,0.2,0.18,...,0,...,2020/4/17
19,1004.4,1014.3,24.1,16.7,63,0.6,130,2.3,310,0,0,0,0,...,0,...,2020/4/17
20,1004.6,1014.5,23.7,16.6,64,0.3,200,2.6,220,0,0,...,0,12,0,0,2020/4/17
21,1004.8,1014.7,23.2,16.6,66,0.2,0,1.6,180,0,0,...,0,12,0,5,2020/4/17
22,1005,1015,22.4,16.4,69,0.4,140,2,80,0,0,...,0,...,0,...,2020/4/17
23,1005,1015,22,16.2,70,0.3,90,1.6,150,0,0,...,0,12,0,7,2020/4/17
24,1005.1,1015.1,22.2,16.4,70,0,0,1.5,70,0,0,...,0,...,0,...,2020/4/17
1,1005,1015,22.1,16.5,71,0.6,120,1.6,130,0,0,...,0,...,0,...,2020/4/18
2,1005.1,1015.1,22.3,16.5,70,0.3,130,1.8,100,0,0,...,0,10,0,9,2020/4/18
3,1005,1015,21.6,16.1,71,0.2,0,1.7,130,0,0,...,0,...,0,...,2020/4/18
4,1004.5,1014.5,21.1,16,73,0.1,0,1.6,90,0,0,...,0,...,0,...,2020/4/18
5,1004.7,1014.7,20.7,15.9,74,0.3,180,1.4,130,0,0,...,0,10,0,6,2020/4/18
6,1005.5,1015.5,20.8,15.9,74,0,0,1.3,90,0,0,0,0,...,0,...,2020/4/18
7,1006.1,1016.1,22.4,16.2,68,0.5,140,1.4,90,0,0,0.6,0.33,...,0,...,2020/4/18
8,1006.5,1016.4,24.2,17,64,0.5,170,1.7,150,0,0,1,0.9,15,1,6,2020/4/18
9,1006.8,1016.6,26.9,19,62,0.8,230,1.9,260,0,0,1,1.77,15,2,5,2020/4/18
10,1006.3,1016.1,28.9,20.4,60,0.8,120,2.6,170,0,0,1,2.49,...,5,...,2020/4/18
11,1006,1015.7,30.1,20.8,58,0.9,240,4.2,240,0,0,1,3.01,20,7,7,2020/4/18
12,1005.3,1015,29.8,19,52,1.1,40,4.9,340,0,0,0.8,2.71,...,6,...,2020/4/18
13,1004.4,1014.1,29.2,20.5,59,2,330,5.1,300,0,0,0.4,1.8,...,4,...,2020/4/18
14,1003.8,1013.5,29.7,20.4,57,1.1,290,4.7,10,0,0,0.1,1.59,20,3,8,2020/4/18
15,1003.3,1013,30.1,19.6,53,1.6,280,5.2,360,0,0,0.8,1.93,...,3,...,2020/4/18
16,1002.6,1012.3,29.3,20.2,58,1.8,330,4.5,340,0,0,0.4,1.12,...,2,...,2020/4/18
17,1002.5,1012.2,28.1,19.6,60,2,330,4.6,340,0,0,0.7,0.8,20,1,6,2020/4/18
18,1003.1,1012.9,27.3,19.6,63,1.3,340,4.7,340,0,0,0,0.01,...,0,...,2020/4/18
19,1003.7,1013.5,26.5,19.3,65,0.7,330,4.1,20,0,0,0,0,...,0,...,2020/4/18
20,1004.3,1014.1,26,19.5,67,0.7,320,2.2,310,0,0,...,0,12,0,2,2020/4/18
21,1004.7,1014.6,25.3,20.7,76,0.1,0,1.9,300,0,0,...,0,12,0,2,2020/4/18
22,1005,1014.9,24.8,20,75,0.7,140,1.8,130,0,0,...,0,...,0,...,2020/4/18
23,1004.3,1014.2,24.1,19.9,77,0.2,0,2.9,70,0,0,...,0,12,0,2,2020/4/18
24,1003.8,1013.7,24.4,20,76,0.4,150,1.6,170,0,0,...,0,...,0,...,2020/4/18
1,1003.4,1013.3,24.2,19.8,76,0.1,0,2.1,120,0,0,...,0,...,0,...,2020/4/19
2,1002.8,1012.7,23.9,19.8,78,0.2,0,1.4,140,0,0,...,0,12,0,8,2020/4/19
3,1002.6,1012.5,23.8,19.8,78,0.1,0,1.5,70,0,0,...,0,...,0,...,2020/4/19
4,1002.4,1012.3,23.6,19.8,79,0.3,140,1.5,70,0,0,...,0,...,0,...,2020/4/19
5,1002.6,1012.5,23.4,19.6,79,0,0,1.6,120,0,0,...,0,12,0,8,2020/4/19
6,1003.1,1013,23.7,19.9,79,0.3,110,1.4,120,0,0,0,0,...,0,...,2020/4/19
7,1003.6,1013.5,24.7,19.9,75,0.8,160,2.3,180,0,0,0,0.25,...,0,...,2020/4/19
8,1003.8,1013.6,26.6,19.2,64,0.7,160,2.2,140,0,0,0.3,0.84,18,1,8,2020/4/19
9,1003,1012.7,28.5,19.5,58,1.6,170,3.9,130,0,0,0,0.9,18,2,9,2020/4/19
10,1002.7,1012.4,29.9,19,52,1.6,170,5.6,140,0,0,0.1,1.46,...,3,...,2020/4/19
11,1002.6,1012.3,30.2,19,51,2,210,5.1,210,0,0,0,1.34,18,3,9,2020/4/19
12,1002.6,1012.2,31.7,21.5,55,2,200,5.5,260,0,0,0.4,1.98,...,5,...,2020/4/19
13,1001.9,1011.5,32.5,21,51,2.5,230,6.1,250,0,0,0.8,2.72,...,7,...,2020/4/19
14,1001.7,1011.4,29.4,23.6,71,1.8,210,8.9,230,0,0,0.2,1.82,18,5,9,2020/4/19
15,1001.2,1010.9,28.9,24,75,2.2,250,6.5,240,0,0,0.2,1.02,...,2,...,2020/4/19
16,1000.9,1010.6,28.4,23.2,73,2,230,5.9,250,0,0,0.2,1.14,...,2,...,2020/4/19
17,1000.8,1010.5,28.1,23.1,74,1.4,240,5.5,230,0,0,0.6,0.66,18,1,2,2020/4/19
18,1001.4,1011.2,27.2,22.9,77,1.6,220,4.9,210,0,0,0.1,0.18,...,0,...,2020/4/19
19,1001.6,1011.4,26.5,22.8,80,0.9,180,3.4,200,0,0,0,0,...,0,...,2020/4/19
20,1001.7,1011.5,26.2,22.5,80,1.6,190,3.8,170,0,0,...,0,12,0,0,2020/4/19
21,1002.3,1012.1,26.2,22.3,79,1.3,200,3.5,190,0,0,...,0,12,0,0,2020/4/19
22,1002.6,1012.4,25.6,22.2,82,1.4,220,3.9,240,0,0,...,0,...,0,...,2020/4/19
23,1003,1012.8,25.3,22.2,83,1,240,3.5,210,0,0,...,0,10,0,9,2020/4/19
24,1002.8,1012.7,25.1,22,83,1.1,230,2.9,250,0,0,...,0,...,0,...,2020/4/19
1,1002.4,1012.3,25,21.8,82,1.1,240,3.8,260,0,0,...,0,...,0,...,2020/4/20
